,date,products_sold,price,trends
0,2014-10-22,0,70.0,100
1,2014-10-23,8,179.39122802502655,100
2,2014-10-24,9,188.20866548733864,100
3,2014-10-25,1,88.34560104778274,100
4,2014-10-26,-7,-28.38432439003067,100
5,2014-10-27,-9,-54.660155706208,100
6,2014-10-28,-2,33.67598523413964,100
7,2014-10-29,6,155.40825783344258,100
8,2014-10-30,9,198.61657206103965,100
9,2014-10-31,4,123.57540308142836,100
10,2014-11-01,-5,-0.7227444156180667,100
11,2014-11-02,-9,-59.99872685159144,100
12,2014-11-03,-5,0.24552065994346606,100
13,2014-11-04,4,124.62171478746332,100
14,2014-11-05,9,198.77895624033314,100
15,2014-11-06,6,154.5374192204252,100
16,2014-11-07,-2,32.57256883354151,100
17,2014-11-08,-9,-54.98167394434239,100
18,2014-11-09,-7,-27.628342080317893,100
19,2014-11-10,1,89.4840372561838,100
20,2014-11-11,9,188.6828825945916,100
21,2014-11-12,8,178.76523300968728,100
22,2014-11-13,0,68.8493297922475,100
23,2014-11-14,-8,-40.00865254277218,100
24,2014-11-15,-9,-47.7251870608611,100
25,2014-11-16,-1,52.794272487289504,100
26,2014-11-17,7,169.13259856234833,100
27,2014-11-18,9,194.32887069258538,84
28,2014-11-19,2,105.21775248002298,84
29,2014-11-20,-6,-16.272404947685786,84
30,2014-11-21,-9,-58.44411113207204,84
31,2014-11-22,-4,17.47510610800154,84
32,2014-11-23,5,141.68546856141978,84
33,2014-11-24,9,199.98854181394472,84
34,2014-11-25,5,138.7807491956031,84
35,2014-11-26,-4,14.336252965500364,84
36,2014-11-27,-9,-58.93125094760504,84
37,2014-11-28,-6,-13.659957336409931,84
38,2014-11-29,2,108.5279152322201,84
39,2014-11-30,9,195.2934002169314,84
40,2014-12-01,7,166.86471086231535,84
41,2014-12-02,-1,49.37905305538783,84
42,2014-12-03,-9,-49.14780122903238,84
43,2014-12-04,-8,-38.13071654171779,84
44,2014-12-05,0,72.30125026370376,84
45,2014-12-06,8,180.6174581894354,84
46,2014-12-07,9,187.2324851943452,84
47,2014-12-08,1,86.06450595687912,84
48,2014-12-09,-7,-29.873105972076686,84
49,2014-12-10,-9,-53.987844858731336,84
50,2014-12-11,-2,35.89126901848926,84
51,2014-12-12,6,157.1297928596387,84
52,2014-12-13,9,198.2615869652631,84
53,2014-12-14,3,121.47026952363845,84
54,2014-12-15,-5,-2.642576350710115,84
55,2014-12-16,-9,-59.968172536620585,84
56,2014-12-17,-5,2.198369728701465,84
57,2014-12-18,4,126.70141818221724,100
58,2014-12-19,9,199.07344425098984,100
59,2014-12-20,6,152.77594092808792,100
60,2014-12-21,-3,30.37461925671183,100
61,2014-12-22,-9,-55.59531010109107,100
62,2014-12-23,-7,-26.093490564398962,100
63,2014-12-24,1,91.7562410393649,100
64,2014-12-25,9,189.6033849655828,100
65,2014-12-26,8,177.48772833371345,100
66,2014-12-27,0,66.54834997688431,100
67,2014-12-28,-8,-41.2175972667919,100
68,2014-12-29,-8,-46.73059848960786,100
69,2014-12-30,-1,55.07797420818566,100
70,2014-12-31,7,170.6057886025256,100
71,2015-01-01,9,193.6371049230687,100
72,2015-01-02,2,102.99703715906472,100
73,2015-01-03,-6,-17.98035439534999,100
74,2015-01-04,-9,-58.06901386087216,100
75,2015-01-05,-3,19.588387396774046,100
76,2015-01-06,5,143.59399279676344,100
77,2015-01-07,9,199.93762061549506,100
78,2015-01-08,5,136.81719927837958,100
79,2015-01-09,-4,12.265353068023913,100
80,2015-01-10,-9,-59.2055250100388,100
81,2015-01-11,-6,-11.885439255679003,100
82,2015-01-12,3,110.71974171630106,100
83,2015-01-13,9,195.8873799430241,100
84,2015-01-14,7,165.31474160952797,100
85,2015-01-15,-1,47.11016940668368,100
86,2015-01-16,-9,-50.04959811052778,100
87,2015-01-17,-8,-36.836318762006925,100
88,2015-01-18,0,74.60177935537588,71
89,2015-01-19,8,181.80902275561894,71
90,2015-01-20,8,186.21956626807253,71
91,2015-01-21,1,83.7783765276504,71
92,2015-01-22,-7,-31.330589050054613,71
93,2015-01-23,-9,-53.27667836509315,71
94,2015-01-24,-2,38.117241889204934,71
95,2015-01-25,6,158.8240229156957,71
96,2015-01-26,9,197.86640690646485,71
97,2015-01-27,3,119.34900607357781,71
98,2015-01-28,-5,-4.539643358754972,71
99,2015-01-29,-9,-59.896888444225965,71
100,2015-01-30,-5,4.1724666557313554,71
101,2015-01-31,4,128.76335233318557,71
102,2015-02-01,9,199.32748287659282,71
103,2015-02-02,6,150.98852208750534,71
104,2015-02-03,-3,28.189087588870976,71
105,2015-02-04,-9,-56.16958685987302,71
106,2015-02-05,-7,-24.528525010510833,71
107,2015-02-06,1,94.02162679288676,71
108,2015-02-07,9,190.48640570431206,71
109,2015-02-08,8,176.1765388627212,71
110,2015-02-09,0,64.24845184894077,71
111,2015-02-10,-8,-42.391688319379085,71
112,2015-02-11,-8,-45.69942856768833,71
113,2015-02-12,0,57.36635223388283,71
114,2015-02-13,7,172.04745052857035,71
115,2015-02-14,9,192.90659342322016,71
116,2015-02-15,2,100.76598113735719,71
117,2015-02-16,-6,-19.660732321600577,71
118,2015-02-17,-9,-57.65378197573085,71
119,2015-02-18,-3,21.71746681304827,82
120,2015-02-19,5,145.47945394760086,82
121,2015-02-20,9,199.84597921406535,82
122,2015-02-21,4,134.83271000653122,82
123,2015-02-22,-4,10.212546210353139,82
124,2015-02-23,-9,-59.43930829559335,82
125,2015-02-24,-6,-10.085259694525334,82
126,2015-02-25,3,112.89880733759166,82
127,2015-02-26,9,196.44190874151303,82
128,2015-02-27,7,163.7349023652251,82
129,2015-02-28,-1,44.848459034999095,82
130,2015-03-01,-9,-50.91377352427904,82
131,2015-03-02,-8,-35.50844032777107,82
132,2015-03-03,0,76.90086632898758,82
133,2015-03-04,8,182.9655483078506,82
134,2015-03-05,8,185.17022613979327,82
135,2015-03-06,0,81.48792919352019,82
136,2015-03-07,-7,-32.756316873975535,82
137,2015-03-08,-9,-52.526879092572614,82
138,2015-03-09,-2,40.353206264888044,82
139,2015-03-10,6,160.49041705921638,82
140,2015-03-11,9,197.43115572724048,82
141,2015-03-12,3,117.21227749852368,82
142,2015-03-13,-5,-6.413350931762849,82
143,2015-03-14,-9,-59.784896913609316,82
144,2015-03-15,-4,6.167192793198986,82
145,2015-03-16,4,130.80687106586734,82
146,2015-03-17,9,199.5409925058306,82
147,2015-03-18,6,149.17572284482802,86
148,2015-03-19,-3,26.016658737844054,86
149,2015-03-20,-9,-56.70432425228431,86
150,2015-03-21,-7,-22.933935851791404,86
151,2015-03-22,2,96.27948458403498,86
152,2015-03-23,9,191.33166808735206,86
153,2015-03-24,8,174.8320755008132,86
154,2015-03-25,0,61.95035615671255,86
155,2015-03-26,-8,-43.530557760704184,86
156,2015-03-27,-8,-44.63200044592155,86
157,2015-03-28,0,59.65868942628613,86
158,2015-03-29,7,173.45713254856918,86
159,2015-03-30,9,192.13756512270928,86
160,2015-03-31,2,98.52528358927061,86
161,2015-04-01,-7,-21.313012125058236,86
162,2015-04-02,-9,-57.19854560313934,86
163,2015-04-03,-3,23.861677140158406,86
164,2015-04-04,5,147.3412611430171,86
165,2015-04-05,9,199.7136463284858,86
166,2015-04-06,4,132.82790328467334,86
167,2015-04-07,-4,8.178475706653167,86
168,2015-04-08,-9,-59.632527540630406,86
169,2015-04-09,-6,-8.2599827980886,86
170,2015-04-10,3,115.06442921461394,86
171,2015-04-11,9,196.95681283266356,86
172,2015-04-12,7,162.12568822370196,86
173,2015-04-13,-2,42.59463072124743,86
174,2015-04-14,-9,-51.74005665265773,86
175,2015-04-15,-8,-34.1474973731453,86
176,2015-04-16,0,79.19779069044488,86
177,2015-04-17,8,184.08667241102506,86
178,2015-04-18,8,184.08479365455497,89
179,2015-04-19,0,79.19388174106886,89
180,2015-04-20,-8,-34.14984264539797,89
181,2015-04-21,-9,-51.73868201529372,89
182,2015-04-22,-2,42.59846143297511,89
183,2015-04-23,7,162.1284530710971,89
184,2015-04-24,9,196.95596982778181,89
185,2015-04-25,3,115.06075341225588,89
186,2015-04-26,-6,-8.26311188218682,89
187,2015-04-27,-9,-59.63223304097937,89
188,2015-04-28,-4,8.181923028432422,89
189,2015-04-29,4,132.83133397683514,89
190,2015-04-30,9,199.71390622847804,89
191,2015-05-01,5,147.3381112999855,89
192,2015-05-02,-3,23.858013505259983,89
193,2015-05-03,-9,-57.19935470087471,89
194,2015-05-04,-7,-21.310222804903972,89
195,2015-05-05,2,98.52910683922826,89
196,2015-05-06,9,192.13890722409107,89
197,2015-05-07,7,173.45475957955412,89
198,2015-05-08,0,59.65478308364314,89
199,2015-05-09,-8,-44.63384868878153,89
200,2015-05-10,-8,-43.52864863781929,89
201,2015-05-11,0,61.9542674065663,89
202,2015-05-12,8,174.83439289255796,89
203,2015-05-13,9,191.33026102170484,89
204,2015-05-14,2,96.27564671066285,89
205,2015-05-15,-7,-22.93667600980936,89
206,2015-05-16,-9,-56.7034474063033,89
207,2015-05-17,-3,26.020346419672883,89
208,2015-05-18,6,149.17883092483783,89
209,2015-05-19,9,199.54066342959402,89
210,2015-05-20,4,130.80340738455865,89
211,2015-05-21,-4,6.163778999439799,89
212,2015-05-22,-9,-59.78512219358035,89
213,2015-05-23,-5,-6.410180576579279,89
214,2015-05-24,3,117.21592867892689,89
215,2015-05-25,9,197.43193085443892,89
216,2015-05-26,6,160.48760348483847,89
217,2015-05-27,-2,40.34939077624138,89
218,2015-05-28,-9,-52.528188552822314,89
219,2015-05-29,-7,-32.7539163941136,89
220,2015-05-30,0,81.4918326233791,89
221,2015-05-31,8,185.17204372423845,89
222,2015-06-01,8,182.9636089681254,89
223,2015-06-02,0,76.89695308509158,89
224,2015-06-03,-8,-35.51072965744666,89
225,2015-06-04,-9,-50.912334140588285,89
226,2015-06-05,-1,44.85230376932898,89
227,2015-06-06,7,163.73761761918212,89
228,2015-06-07,9,196.44099812313118,89
229,2015-06-08,3,112.89510806521164,89
230,2015-06-09,-6,-10.088346526937386,89
231,2015-06-10,-9,-59.43894466855343,89
232,2015-06-11,-4,10.216025979821453,89
233,2015-06-12,4,134.83610663442659,89
234,2015-06-13,9,199.84616985636507,89
235,2015-06-14,5,145.47626332865383,89
236,2015-06-15,-3,21.71382837320006,89
237,2015-06-16,-9,-57.654523071663306,89
238,2015-06-17,-6,-19.65789471343473,89
239,2015-06-18,2,100.76978856575997,78
240,2015-06-19,9,192.90787013974517,78
241,2015-06-20,7,172.04502272593243,78
242,2015-06-21,0,57.36245202263083,78
243,2015-06-22,-8,-45.70121535131602,78
244,2015-06-23,-8,-42.38971891475535,78
245,2015-06-24,0,64.25236678028725,78
246,2015-06-25,8,176.17879995096513,78
247,2015-06-26,9,190.4849341153495,78
248,2015-06-27,1,94.01777549882334,78
249,2015-06-28,-7,-24.531215147674374,78
250,2015-06-29,-9,-56.16864254043469,78
251,2015-06-30,-3,28.1927981619745,78
252,2015-07-01,6,150.9915874304749,78
253,2015-07-02,9,199.32708472723874,78
254,2015-07-03,4,128.75985674818784,78
255,2015-07-04,-5,4.169087459816183,78
256,2015-07-05,-9,-59.897044433918154,78
257,2015-07-06,-5,-4.536432726020536,78
258,2015-07-07,3,119.3526314878094,78
259,2015-07-08,9,197.8671139130685,78
260,2015-07-09,6,158.8211614960606,78
261,2015-07-10,-2,38.11344281934743,78
262,2015-07-11,-9,-53.27792223786635,78
263,2015-07-12,-7,-31.328134114852247,78
264,2015-07-13,1,83.7822732147248,78
265,2015-07-14,8,186.22132211089325,78
266,2015-07-15,8,181.80702344039406,78
267,2015-07-16,0,74.59786304330288,78
268,2015-07-17,-8,-36.838551431669174,78
269,2015-07-18,-9,-50.048094431588254,78
270,2015-07-19,-1,47.114026958742514,78
271,2015-07-20,7,165.31740641913328,78
272,2015-07-21,9,195.8864019965141,78
273,2015-07-22,3,110.71602013318707,78
274,2015-07-23,-6,-11.888482869044978,78
275,2015-07-24,-9,-59.2050923695644,78
276,2015-07-25,-4,12.268864194681719,78
277,2015-07-26,5,136.82056077756403,78
278,2015-07-27,9,199.9377419403583,78
279,2015-07-28,5,143.59076240178575,78
280,2015-07-29,-3,19.584775292200163,78
281,2015-07-30,-9,-58.06968672275508,78
282,2015-07-31,-6,-17.977469388429853,78
283,2015-08-01,2,103.00082757273042,78
284,2015-08-02,9,193.63831585463612,78
285,2015-08-03,7,170.6033067270961,78
286,2015-08-04,-1,55.07408135058341,78
287,2015-08-05,-8,-46.732323254056226,78
288,2015-08-06,-8,-41.2155681976067,78
289,2015-08-07,0,66.55226736285172,78
290,2015-08-08,8,177.48993240987056,78
291,2015-08-09,9,189.6018493144754,78
292,2015-08-10,1,91.7523775315391,78
293,2015-08-11,-7,-26.096129837665615,78
294,2015-08-12,-9,-55.59429860412885,78
295,2015-08-13,-3,30.37835155826062,78
296,2015-08-14,6,152.7789625733917,78
297,2015-08-15,9,199.07297715329133,78
298,2015-08-16,4,126.69789178898634,78
299,2015-08-17,-5,2.1950261896118377,78
300,2015-08-18,-9,-59.96825918714944,80
301,2015-08-19,-5,-2.6393264465815918,80
302,2015-08-20,3,121.47386803555628,80
303,2015-08-21,9,198.26222562970835,80
304,2015-08-22,6,157.12688449146577,80
305,2015-08-23,-2,35.8874875579837,80
306,2015-08-24,-9,-53.98902275421983,80
307,2015-08-25,-7,-29.870597350868138,80
308,2015-08-26,1,86.06839468001468,80
309,2015-08-27,9,187.2341787452907,80
310,2015-08-28,8,180.61539952526175,80
311,2015-08-29,0,72.29733211075822,80
312,2015-08-30,-8,-38.132891851686594,80
313,2015-08-31,-9,-49.146233726071074,80
314,2015-09-01,-1,49.382922216285536,80
315,2015-09-02,7,166.86732439246364,80
316,2015-09-03,9,195.29235524876486,80
317,2015-09-04,2,108.52417250465192,80
318,2015-09-05,-6,-13.662956776914044,80
319,2015-09-06,-9,-58.93074942927825,80
320,2015-09-07,-4,14.339794349021297,80
321,2015-09-08,5,138.78407451264093,80
322,2015-09-09,9,199.98859378335035,80
323,2015-09-10,5,141.68219940276134,80
324,2015-09-11,-4,17.47152147067311,80
