,date,products_sold,price,trends
0,2014-10-22,172,232.02,100
1,2014-10-23,172,231.38,100
2,2014-10-24,173,232.5,100
3,2014-10-25,172,232.64,100
4,2014-10-26,172,232.71,100
5,2014-10-27,173,231.93,100
6,2014-10-28,173,232.55,100
7,2014-10-29,172,231.45,100
8,2014-10-30,173,232.33,100
9,2014-10-31,172,233.11,100
10,2014-11-01,173,232.15,100
11,2014-11-02,173,232.66,100
12,2014-11-03,172,232.25,100
13,2014-11-04,172,231.62,100
14,2014-11-05,172,233.59,100
15,2014-11-06,172,232.05,100
16,2014-11-07,172,231.89,100
17,2014-11-08,171,233.55,100
18,2014-11-09,173,231.92,100
19,2014-11-10,172,232.55,100
20,2014-11-11,173,233.14,100
21,2014-11-12,172,231.75,100
22,2014-11-13,172,232.17,100
23,2014-11-14,172,232.62,100
24,2014-11-15,172,232.77,100
25,2014-11-16,173,232.44,100
26,2014-11-17,172,232.76,100
27,2014-11-18,173,232.51,84
28,2014-11-19,172,232.16,84
29,2014-11-20,171,232.09,84
30,2014-11-21,173,232.07,84
31,2014-11-22,172,232.98,84
32,2014-11-23,173,232.54,84
33,2014-11-24,172,232.36,84
34,2014-11-25,172,232.01,84
35,2014-11-26,172,231.85,84
36,2014-11-27,172,232.28,84
37,2014-11-28,172,232.83,84
38,2014-11-29,172,232.48,84
39,2014-11-30,172,232.07,84
40,2014-12-01,173,232.67,84
41,2014-12-02,173,232.37,84
42,2014-12-03,171,232.24,84
43,2014-12-04,173,232.55,84
44,2014-12-05,172,231.56,84
45,2014-12-06,172,232.96,84
46,2014-12-07,172,231.72,84
47,2014-12-08,172,231.42,84
48,2014-12-09,172,231.78,84
49,2014-12-10,173,232.56,84
50,2014-12-11,172,231.65,84
51,2014-12-12,172,231.93,84
52,2014-12-13,172,231.35,84
53,2014-12-14,171,231.84,84
54,2014-12-15,172,231.97,84
55,2014-12-16,172,230.8,84
56,2014-12-17,172,231.68,84
57,2014-12-18,172,231.94,100
58,2014-12-19,172,231.23,100
59,2014-12-20,171,231.08,100
60,2014-12-21,172,231.87,100
61,2014-12-22,172,231.39,100
62,2014-12-23,172,231.62,100
63,2014-12-24,171,231.46,100
64,2014-12-25,170,230.8,100
65,2014-12-26,171,231.15,100
66,2014-12-27,171,230.67,100
67,2014-12-28,170,230.91,100
68,2014-12-29,171,231.09,100
69,2014-12-30,171,231.07,100
70,2014-12-31,170,230.2,100
71,2015-01-01,172,231.82,100
72,2015-01-02,171,230.83,100
73,2015-01-03,170,230.48,100
74,2015-01-04,171,231.16,100
75,2015-01-05,170,230.53,100
76,2015-01-06,171,230.85,100
77,2015-01-07,171,231.19,100
78,2015-01-08,170,229.67,100
79,2015-01-09,170,229.71,100
80,2015-01-10,171,230.18,100
81,2015-01-11,171,230.08,100
82,2015-01-12,170,229.85,100
83,2015-01-13,170,230.36,100
84,2015-01-14,170,230.19,100
85,2015-01-15,169,230.26,100
86,2015-01-16,170,230.42,100
87,2015-01-17,170,229.54,100
88,2015-01-18,170,229.84,71
89,2015-01-19,169,229.91,71
90,2015-01-20,169,229.48,71
91,2015-01-21,170,230.12,71
92,2015-01-22,169,228.78,71
93,2015-01-23,169,229.79,71
94,2015-01-24,170,229.56,71
