,date,products_sold,price,trends
0,2014-10-22,172,187.25,100
1,2014-10-23,172,186.93,100
2,2014-10-24,172,187.07,100
3,2014-10-25,172,187.42,100
4,2014-10-26,172,187.06,100
5,2014-10-27,172,187.32,100
6,2014-10-28,173,187.57,100
7,2014-10-29,172,187.22,100
8,2014-10-30,173,187.59,100
9,2014-10-31,173,187.7,100
10,2014-11-01,172,187.38,100
11,2014-11-02,173,187.81,100
12,2014-11-03,173,187.77,100
13,2014-11-04,173,187.53,100
14,2014-11-05,173,188.0,100
15,2014-11-06,173,187.83,100
16,2014-11-07,173,187.71,100
17,2014-11-08,173,188.18,100
18,2014-11-09,173,187.89,100
19,2014-11-10,173,187.89,100
20,2014-11-11,173,188.29,100
21,2014-11-12,173,187.92,100
22,2014-11-13,173,188.05,100
23,2014-11-14,173,188.36,100
24,2014-11-15,173,187.96,100
25,2014-11-16,173,188.23,100
26,2014-11-17,173,188.41,100
27,2014-11-18,173,188.03,84
28,2014-11-19,173,188.38,84
29,2014-11-20,173,188.41,84
30,2014-11-21,173,188.07,84
31,2014-11-22,173,188.49,84
32,2014-11-23,173,188.39,84
33,2014-11-24,173,188.15,84
34,2014-11-25,174,188.6,84
35,2014-11-26,173,188.37,84
36,2014-11-27,173,188.24,84
37,2014-11-28,174,188.66,84
38,2014-11-29,173,188.31,84
39,2014-11-30,173,188.31,84
40,2014-12-01,174,188.66,84
41,2014-12-02,173,188.26,84
42,2014-12-03,173,188.41,84
43,2014-12-04,174,188.66,84
44,2014-12-05,173,188.23,84
45,2014-12-06,173,188.49,84
46,2014-12-07,174,188.6,84
47,2014-12-08,173,188.19,84
48,2014-12-09,174,188.54,84
49,2014-12-10,174,188.51,84
50,2014-12-11,173,188.17,84
51,2014-12-12,174,188.58,84
52,2014-12-13,173,188.42,84
53,2014-12-14,173,188.19,84
54,2014-12-15,174,188.6,84
55,2014-12-16,173,188.3,84
56,2014-12-17,173,188.18,84
57,2014-12-18,174,188.56,100
58,2014-12-19,173,188.17,100
59,2014-12-20,173,188.2,100
60,2014-12-21,174,188.51,100
61,2014-12-22,173,188.07,100
62,2014-12-23,173,188.23,100
63,2014-12-24,173,188.42,100
64,2014-12-25,173,187.97,100
65,2014-12-26,173,188.23,100
66,2014-12-27,173,188.29,100
67,2014-12-28,173,187.87,100
68,2014-12-29,173,188.23,100
69,2014-12-30,173,188.15,100
70,2014-12-31,173,187.82,100
71,2015-01-01,173,188.22,100
72,2015-01-02,173,188.0,100
73,2015-01-03,173,187.77,100
74,2015-01-04,173,188.16,100
75,2015-01-05,173,187.82,100
76,2015-01-06,173,187.73,100
77,2015-01-07,173,188.08,100
78,2015-01-08,173,187.67,100
79,2015-01-09,173,187.72,100
80,2015-01-10,173,187.99,100
81,2015-01-11,173,187.53,100
82,2015-01-12,173,187.7,100
83,2015-01-13,173,187.84,100
84,2015-01-14,172,187.39,100
85,2015-01-15,173,187.67,100
86,2015-01-16,173,187.69,100
87,2015-01-17,172,187.29,100
88,2015-01-18,173,187.66,71
89,2015-01-19,173,187.53,71
90,2015-01-20,172,187.21,71
91,2015-01-21,173,187.6,71
92,2015-01-22,172,187.34,71
93,2015-01-23,172,187.14,71
94,2015-01-24,173,187.52,71
95,2015-01-25,172,187.16,71
96,2015-01-26,172,187.11,71
97,2015-01-27,172,187.44,71
98,2015-01-28,172,187.01,71
99,2015-01-29,172,187.09,71
100,2015-01-30,172,187.32,71
101,2015-01-31,172,186.85,71
102,2015-02-01,172,187.06,71
103,2015-02-02,172,187.17,71
104,2015-02-03,172,186.73,71
105,2015-02-04,172,187.05,71
106,2015-02-05,172,187.03,71
107,2015-02-06,172,186.65,71
108,2015-02-07,172,187.03,71
109,2015-02-08,172,186.86,71
110,2015-02-09,172,186.58,71
111,2015-02-10,172,186.97,71
112,2015-02-11,172,186.69,71
113,2015-02-12,172,186.55,71
114,2015-02-13,172,186.93,71
115,2015-02-14,172,186.56,71
116,2015-02-15,172,186.55,71
117,2015-02-16,172,186.86,71
118,2015-02-17,171,186.42,71
119,2015-02-18,172,186.54,81
120,2015-02-19,172,186.75,81
121,2015-02-20,171,186.3,81
122,2015-02-21,172,186.56,81
123,2015-02-22,172,186.65,81
124,2015-02-23,171,186.24,81
125,2015-02-24,172,186.59,81
126,2015-02-25,172,186.54,81
127,2015-02-26,171,186.19,81
128,2015-02-27,172,186.59,81
129,2015-02-28,171,186.41,81
130,2015-03-01,171,186.18,81
131,2015-03-02,172,186.6,81
132,2015-03-03,171,186.31,81
133,2015-03-04,171,186.22,81
134,2015-03-05,172,186.6,81
135,2015-03-06,171,186.22,81
136,2015-03-07,171,186.26,81
137,2015-03-08,172,186.56,81
138,2015-03-09,171,186.14,81
139,2015-03-10,171,186.32,81
140,2015-03-11,172,186.53,81
141,2015-03-12,171,186.12,81
142,2015-03-13,171,186.42,81
143,2015-03-14,171,186.5,81
144,2015-03-15,171,186.11,81
145,2015-03-16,171,186.5,81
146,2015-03-17,171,186.43,81
147,2015-03-18,171,186.14,86
148,2015-03-19,172,186.58,86
149,2015-03-20,171,186.4,86
150,2015-03-21,171,186.23,86
151,2015-03-22,172,186.67,86
152,2015-03-23,171,186.38,86
153,2015-03-24,171,186.34,86
154,2015-03-25,172,186.72,86
155,2015-03-26,171,186.35,86
156,2015-03-27,171,186.46,86
157,2015-03-28,172,186.78,86
158,2015-03-29,171,186.38,86
159,2015-03-30,172,186.63,86
160,2015-03-31,172,186.84,86
161,2015-04-01,171,186.45,86
162,2015-04-02,172,186.8,86
163,2015-04-03,172,186.87,86
164,2015-04-04,172,186.53,86
165,2015-04-05,172,186.97,86
166,2015-04-06,172,186.91,86
167,2015-04-07,172,186.68,86
168,2015-04-08,172,187.16,86
169,2015-04-09,172,186.98,86
170,2015-04-10,172,186.87,86
171,2015-04-11,172,187.32,86
172,2015-04-12,172,187.03,86
173,2015-04-13,172,187.06,86
174,2015-04-14,172,187.47,86
175,2015-04-15,172,187.13,86
176,2015-04-16,172,187.31,86
177,2015-04-17,173,187.64,86
178,2015-04-18,172,187.28,89
179,2015-04-19,173,187.58,89
180,2015-04-20,173,187.78,89
181,2015-04-21,172,187.43,89
182,2015-04-22,173,187.84,89
183,2015-04-23,173,187.91,89
184,2015-04-24,173,187.64,89
185,2015-04-25,173,188.13,89
186,2015-04-26,173,188.07,89
187,2015-04-27,173,187.91,89
188,2015-04-28,173,188.41,89
189,2015-04-29,173,188.22,89
190,2015-04-30,173,188.18,89
191,2015-05-01,174,188.66,89
192,2015-05-02,173,188.39,89
193,2015-05-03,174,188.5,89
194,2015-05-04,174,188.93,89
195,2015-05-05,174,188.62,89
196,2015-05-06,174,188.87,89
197,2015-05-07,174,189.19,89
198,2015-05-08,174,188.85,89
199,2015-05-09,174,189.22,89
200,2015-05-10,174,189.42,89
201,2015-05-11,174,189.12,89
202,2015-05-12,175,189.6,89
203,2015-05-13,175,189.67,89
204,2015-05-14,174,189.46,89
205,2015-05-15,175,189.99,89
206,2015-05-16,175,189.92,89
207,2015-05-17,175,189.81,89
208,2015-05-18,175,190.35,89
209,2015-05-19,175,190.17,89
210,2015-05-20,175,190.2,89
211,2015-05-21,176,190.71,89
212,2015-05-22,175,190.47,89
213,2015-05-23,176,190.65,89
214,2015-05-24,176,191.08,89
215,2015-05-25,176,190.78,89
216,2015-05-26,176,191.09,89
217,2015-05-27,176,191.41,89
218,2015-05-28,176,191.11,89
219,2015-05-29,177,191.54,89
220,2015-05-30,177,191.75,89
221,2015-05-31,177,191.5,89
222,2015-06-01,177,192.03,89
223,2015-06-02,177,192.09,89
224,2015-06-03,177,191.93,89
225,2015-06-04,177,192.48,89
226,2015-06-05,177,192.41,89
227,2015-06-06,177,192.37,89
228,2015-06-07,178,192.93,89
229,2015-06-08,178,192.77,89
230,2015-06-09,178,192.87,89
231,2015-06-10,178,193.39,89
232,2015-06-11,178,193.15,89
233,2015-06-12,178,193.38,89
234,2015-06-13,179,193.81,89
235,2015-06-14,179,193.53,89
236,2015-06-15,179,193.9,89
237,2015-06-16,179,194.22,89
